product_id,product_name,category,sub_category,brand,seller_id,cost_price,selling_price
P00926,Long Summer Dress,Women Fashion,Tops,NovaCart,S0273,229.96,329
P00927,Non Stick Cookware Set,Home & Kitchen,Cleaning,NovaCart,S0101,130.57,232
P00928,Slim Fit Cotton Shirt,Men Fashion,Kurtas,TechNova,S0240,1472.04,2622
P00929,Slim Fit Cotton Shirt,Men Fashion,Trousers,UrbanWeave,S0177,1707.5,2716
P00930,Casual Women's Top,Women Fashion,Sarees,StyleMint,S0071,178.81,316
P00931,Wireless Bluetooth Earbuds,Electronics,Smart Devices,PrimeChoice,S0068,1763.34,3151
P00932,Georgette Saree,Women Fashion,Tops,UrbanNest,S0288,209.34,293
P00933,Moisturizing Face Cream,Beauty,Skincare,TechNova,S0072,472.73,613
P00934,Mobile Phone Stand,Electronics,Smart Devices,DailyEase,S0252,1627.86,2153
P00935,Matte Liquid Lipstick,Beauty,Skincare,UrbanNest,S0052,1301.55,1782
P00936,Men's Casual Kurta,Men Fashion,T-Shirts,Trendora,S0141,1209.69,1743
P00937,Non Stick Cookware Set,Home & Kitchen,Home Decor,GlowNest,S0077,1573.43,2086
P00938,Non Stick Cookware Set,Home & Kitchen,Cleaning,GlowNest,S0027,1865.98,2934
P00939,Vitamin C Face Serum,Beauty,Personal Care,StyleMint,S0180,736.27,1231
P00940,Matte Liquid Lipstick,Beauty,Haircare,Zenvia,S0221,481.43,680
P00941,Smart LED Bulb,Electronics,Audio,TechNova,S0041,1356.75,2150
P00942,Moisturizing Face Cream,Beauty,Haircare,PrimeChoice,S0113,583.03,789
P00943,Cotton Cushion Cover Set,Home & Kitchen,Kitchen Storage,UrbanNest,S0279,504.03,754
P00944,Non Stick Cookware Set,Home & Kitchen,Cleaning,UrbanNest,S0198,800.61,1212
P00945,Men's Casual Kurta,Men Fashion,Shirts,HomeAura,S0192,1211.42,1599
P00946,Printed T-Shirt,Men Fashion,Trousers,Zenvia,S0218,423.72,714
P00947,Smart LED Bulb,Electronics,Smart Devices,HomeAura,S0227,826.23,1219
P00948,Cotton Trousers,Men Fashion,Shirts,DailyEase,S0218,2227.5,2844
P00949,Cotton Trousers,Men Fashion,Shirts,DailyEase,S0121,1260.52,2066
P00950,Wireless Bluetooth Earbuds,Electronics,Smart Devices,NovaCart,S0031,2811.48,3819
P00951,Face Wash,Beauty,Makeup,Trendora,S0277,601.75,824
P00952,Regular Fit Jeans,Men Fashion,Trousers,Trendora,S0052,885.3,1231
P00953,Slim Fit Cotton Shirt,Men Fashion,Jeans,Zenvia,S0272,1929.57,2474
P00954,Matte Liquid Lipstick,Beauty,Haircare,Zenvia,S0078,931.29,1495
P00955,Cotton Trousers,Men Fashion,Jeans,Zenvia,S0188,839.39,1291
P00956,Slim Fit Cotton Shirt,Men Fashion,Kurtas,Trendora,S0131,733.07,1271
P00957,Decorative Wall Clock,Home & Kitchen,Home Decor,DailyEase,S0095,1293.81,2007
P00958,Wireless Bluetooth Earbuds,Electronics,Audio,PrimeChoice,S0013,1845.92,2962
P00959,Vitamin C Face Serum,Beauty,Haircare,UrbanWeave,S0104,1132.26,1982
P00960,Herbal Shampoo,Beauty,Skincare,UrbanNest,S0116,1377.26,1957
P00961,Long Summer Dress,Women Fashion,Sarees,StyleMint,S0055,1462.59,2180
P00962,Floral Anarkali Kurti,Women Fashion,Dresses,DailyEase,S0240,525.84,668
P00963,Printed T-Shirt,Men Fashion,Trousers,Trendora,S0110,436.91,562
P00964,Bluetooth Speaker,Electronics,Audio,PrimeChoice,S0043,1014.19,1406
P00965,Embroidered Saree,Women Fashion,Leggings,Trendora,S0080,856.95,1135
P00966,Casual Women's Top,Women Fashion,Leggings,StyleMint,S0039,783.67,1207
P00967,Stainless Steel Bottle,Home & Kitchen,Cookware,UrbanNest,S0248,1373.57,2085
P00968,Floral Anarkali Kurti,Women Fashion,Tops,Zenvia,S0250,1659.57,2303
P00969,Decorative Wall Clock,Home & Kitchen,Home Decor,StyleMint,S0042,1937.04,2635
P00970,Printed T-Shirt,Men Fashion,Shirts,Trendora,S0006,894.45,1421
P00971,Cotton Leggings,Women Fashion,Sarees,Vistara Living,S0267,1282.89,1744
P00972,Smart LED Bulb,Electronics,Computer Accessories,UrbanWeave,S0159,408.26,529
P00973,Vitamin C Face Serum,Beauty,Makeup,TechNova,S0205,859.29,1366
P00974,Non Stick Cookware Set,Home & Kitchen,Kitchen Storage,Zenvia,S0140,2126.34,2855
P00975,Wireless Mouse,Electronics,Mobile Accessories,UrbanWeave,S0236,2590.59,3592
P00976,Face Wash,Beauty,Haircare,Vistara Living,S0075,197.71,289
P00977,Kitchen Storage Container Set,Home & Kitchen,Kitchen Storage,UrbanWeave,S0282,392.26,508
P00978,Slim Fit Cotton Shirt,Men Fashion,Trousers,UrbanNest,S0161,332.77,592
P00979,Printed T-Shirt,Men Fashion,T-Shirts,NovaCart,S0280,1037.39,1836
P00980,Men's Casual Shirt,Men Fashion,T-Shirts,Trendora,S0281,427.35,702
P00981,Vitamin C Face Serum,Beauty,Skincare,UrbanWeave,S0101,158.2,213
P00982,Casual Women's Top,Women Fashion,Dresses,Vistara Living,S0211,508.72,696
P00983,Non Stick Cookware Set,Home & Kitchen,Kitchen Storage,UrbanWeave,S0045,1659.2,2400
P00984,Stainless Steel Bottle,Home & Kitchen,Cookware,PrimeChoice,S0239,1230.0,1757
P00985,Mobile Phone Stand,Electronics,Smart Devices,Zenvia,S0095,2780.2,4231
P00986,Georgette Saree,Women Fashion,Kurtis,Zenvia,S0052,415.67,729
P00987,Cotton Cushion Cover Set,Home & Kitchen,Kitchen Storage,GlowNest,S0138,438.51,666
P00988,Face Wash,Beauty,Makeup,UrbanNest,S0165,1040.64,1523
P00989,Regular Fit Jeans,Men Fashion,T-Shirts,UrbanNest,S0042,221.74,325
P00990,Smart LED Bulb,Electronics,Audio,StyleMint,S0156,1812.62,2418
P00991,Herbal Shampoo,Beauty,Haircare,StyleMint,S0203,928.06,1389
P00992,Matte Liquid Lipstick,Beauty,Personal Care,TechNova,S0220,821.4,1377
P00993,Embroidered Saree,Women Fashion,Sarees,PrimeChoice,S0060,1486.25,2026
P00994,Fast Charging Cable,Electronics ,Computer Accessories,HomeAura,S0182,2278.83,3735
P00995,Long Summer Dress,Women Fashion,Sarees,TechNova,S0196,1366.82,1844
P00996,Wireless Bluetooth Earbuds,Electronics ,Mobile Accessories,TechNova,S0107,2113.57,3298
P00997,Casual Women's Top,Women Fashion,Sarees,Zenvia,S0147,1571.88,2348
P00998,Slim Fit Cotton Shirt,Men Fashion,T-Shirts,UrbanWeave,S0148,2332.43,2983
P00999,Decorative Wall Clock,Home & Kitchen,Kitchen Storage,Trendora,S0196,1057.56,1416
P01000,Non Stick Cookware Set,Home & Kitchen,Cleaning,UrbanNest,S0057,601.38,1093
